Match_id,Team 1,Team 2,Winners_inng,Venue,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Year
1834,Pakistan,New Zealand,2,Rawalpindi,"Apr 24, 2002",Pakistan,Pakistan,Home,Away,Second,First,2002
1835,Pakistan,New Zealand,1,Lahore,"Apr 27, 2002",Pakistan,Pakistan,Home,Away,First,Second,2002
1836,West Indies,India,2,Bridgetown,"May 29, 2002",India,West Indies,Home,Away,First,Second,2002
1837,West Indies,India,2,Port of Spain,"Jun 1, 2002",West Indies,West Indies,Home,Away,Second,First,2002
1838,West Indies,India,1,Port of Spain,"Jun 2, 2002",India,West Indies,Home,Away,Second,First,2002
1840,West Indies,New Zealand,2,Gros Islet,"Jun 8, 2002",West Indies,West Indies,Home,Away,Second,First,2002
1841,West Indies,New Zealand,2,Gros Islet,"Jun 9, 2002",West Indies,West Indies,Home,Away,Second,First,2002
1842,Australia,Pakistan,2,Melbourne,"Jun 12, 2002",Australia,Australia,Home,Away,Second,First,2002
1843,West Indies,New Zealand,1,Port of Spain,"Jun 12, 2002",New Zealand,West Indies,Home,Away,Second,First,2002
1844,Australia,Pakistan,2,Melbourne,"Jun 15, 2002",Pakistan,Australia,Home,Away,First,Second,2002
1845,West Indies,New Zealand,2,Kingstown,"Jun 16, 2002",West Indies,West Indies,Home,Away,Second,First,2002
1846,Australia,Pakistan,1,Brisbane,"Jun 19, 2002",Pakistan,Australia,Home,Away,Second,First,2002
1847,England,Sri Lanka,1,Nottingham,"Jun 27, 2002",England,England,Home,Away,First,Second,2002
1848,England,India,2,Lord's,"Jun 29, 2002",India,England,Home,Away,First,Second,2002
1849,India,Sri Lanka,2,The Oval,"Jun 30, 2002",India,England,Neutral,Neutral,Second,First,2002
1850,England,Sri Lanka,2,Leeds,"Jul 2, 2002",England,England,Home,Away,Second,First,2002
1852,India,Sri Lanka,2,Birmingham,"Jul 6, 2002",India,England,Neutral,Neutral,Second,First,2002
1853,England,Sri Lanka,1,Manchester,"Jul 7, 2002",Sri Lanka,England,Home,Away,Second,First,2002
1854,England,India,1,The Oval,"Jul 9, 2002",England,England,Home,Away,First,Second,2002
1855,India,Sri Lanka,1,Bristol,"Jul 11, 2002",India,England,Neutral,Neutral,First,Second,2002
1856,England,India,2,Lord's,"Jul 13, 2002",India,England,Home,Away,First,Second,2002
1857,Sri Lanka,Bangladesh,2,Colombo,"Aug 4, 2002",Sri Lanka,Sri Lanka,Home,Away,Second,First,2002
1858,Sri Lanka,Bangladesh,2,Colombo,"Aug 5, 2002",Sri Lanka,Sri Lanka,Home,Away,Second,First,2002
1859,Sri Lanka,Bangladesh,1,Colombo,"Aug 7, 2002",Sri Lanka,Sri Lanka,Home,Away,First,Second,2002
1860,Pakistan,South Africa,1,Tangier,"Aug 12, 2002",South Africa,,Neutral,Neutral,Second,First,2002
1861,Pakistan,Sri Lanka,1,Tangier,"Aug 14, 2002",Pakistan,,Neutral,Neutral,First,Second,2002
1862,South Africa,Sri Lanka,1,Tangier,"Aug 15, 2002",Sri Lanka,,Neutral,Neutral,Second,First,2002
1863,Pakistan,Sri Lanka,1,Tangier,"Aug 17, 2002",Sri Lanka,,Neutral,Neutral,Second,First,2002
1864,Pakistan,South Africa,1,Tangier,"Aug 18, 2002",South Africa,,Neutral,Neutral,Second,First,2002
1865,South Africa,Sri Lanka,2,Tangier,"Aug 19, 2002",Sri Lanka,,Neutral,Neutral,First,Second,2002
1866,South Africa,Sri Lanka,1,Tangier,"Aug 21, 2002",Sri Lanka,,Neutral,Neutral,Second,First,2002
1867,Kenya,Pakistan,2,Nairobi,"Aug 29, 2002",Pakistan,Kenya,Home,Away,First,Second,2002
1868,Australia,Pakistan,1,Nairobi,"Aug 30, 2002",Australia,Kenya,Neutral,Neutral,First,Second,2002
1869,Kenya,Pakistan,2,Nairobi,"Sep 1, 2002",Pakistan,Kenya,Home,Away,First,Second,2002
1870,Kenya,Australia,2,Nairobi,"Sep 2, 2002",Australia,Kenya,Home,Away,First,Second,2002
1871,Australia,Pakistan,2,Nairobi,"Sep 4, 2002",Australia,Kenya,Neutral,Neutral,Second,First,2002
1872,Kenya,Australia,2,Nairobi,"Sep 5, 2002",Australia,Kenya,Home,Away,First,Second,2002
1874,Sri Lanka,Pakistan,2,Colombo,"Sep 12, 2002",Sri Lanka,Sri Lanka,Home,Away,Second,First,2002
1875,South Africa,West Indies,2,Colombo,"Sep 13, 2002",South Africa,Sri Lanka,Neutral,Neutral,Second,First,2002
1876,India,Zimbabwe,1,Colombo,"Sep 14, 2002",India,Sri Lanka,Neutral,Neutral,First,Second,2002
1877,Australia,New Zealand,1,Colombo,"Sep 15, 2002",Australia,Sri Lanka,Neutral,Neutral,First,Second,2002
1878,Sri Lanka,Netherlands,1,Colombo,"Sep 16, 2002",Sri Lanka,Sri Lanka,Home,Away,First,Second,2002
1879,Kenya,West Indies,1,Colombo,"Sep 17, 2002",West Indies,Sri Lanka,Neutral,Neutral,Second,First,2002
1880,England,Zimbabwe,1,Colombo,"Sep 18, 2002",England,Sri Lanka,Neutral,Neutral,First,Second,2002
1881,Australia,Bangladesh,2,Colombo,"Sep 19, 2002",Australia,Sri Lanka,Neutral,Neutral,Second,First,2002
1882,Kenya,South Africa,1,Colombo,"Sep 20, 2002",South Africa,Sri Lanka,Neutral,Neutral,Second,First,2002
1883,Netherlands,Pakistan,2,Colombo,"Sep 21, 2002",Pakistan,Sri Lanka,Neutral,Neutral,First,Second,2002
1884,England,India,2,Colombo,"Sep 22, 2002",India,Sri Lanka,Neutral,Neutral,First,Second,2002
1885,Bangladesh,New Zealand,1,Colombo,"Sep 23, 2002",New Zealand,Sri Lanka,Neutral,Neutral,Second,First,2002
1886,India,South Africa,1,Colombo,"Sep 25, 2002",India,Sri Lanka,Neutral,Neutral,First,Second,2002
1887,Sri Lanka,Australia,2,Colombo,"Sep 27, 2002",Sri Lanka,Sri Lanka,Home,Away,Second,First,2002
1890,South Africa,Bangladesh,1,Potchefstroom,"Oct 3, 2002",South Africa,South Africa,Home,Away,First,Second,2002
1891,South Africa,Bangladesh,2,Benoni,"Oct 6, 2002",South Africa,South Africa,Home,Away,Second,First,2002
1892,South Africa,Bangladesh,2,Kimberley,"Oct 9, 2002",South Africa,South Africa,Home,Away,Second,First,2002
1893,India,West Indies,2,Jamshedpur,"Nov 6, 2002",West Indies,India,Home,Away,First,Second,2002
1894,India,West Indies,2,Nagpur,"Nov 9, 2002",West Indies,India,Home,Away,First,Second,2002
1895,India,West Indies,1,Rajkot,"Nov 12, 2002",India,India,Home,Away,First,Second,2002
1896,India,West Indies,2,Ahmedabad,"Nov 15, 2002",India,India,Home,Away,Second,First,2002
1897,India,West Indies,2,Vadodara,"Nov 18, 2002",West Indies,India,Home,Away,First,Second,2002
1898,India,West Indies,2,Jodhpur,"Nov 21, 2002",India,India,Home,Away,Second,First,2002
1899,Zimbabwe,Pakistan,1,Bulawayo,"Nov 23, 2002",Pakistan,Zimbabwe,Home,Away,Second,First,2002
1900,India,West Indies,1,Vijayawada,"Nov 24, 2002",West Indies,India,Home,Away,Second,First,2002
1901,Zimbabwe,Pakistan,1,Bulawayo,"Nov 24, 2002",Pakistan,Zimbabwe,Home,Away,Second,First,2002
1902,Zimbabwe,Pakistan,1,Harare,"Nov 27, 2002",Pakistan,Zimbabwe,Home,Away,Second,First,2002
1903,South Africa,Sri Lanka,2,Johannesburg,"Nov 27, 2002",South Africa,South Africa,Home,Away,Second,First,2002
1905,South Africa,Sri Lanka,1,Centurion,"Nov 29, 2002",South Africa,South Africa,Home,Away,First,Second,2002
1906,Zimbabwe,Pakistan,2,Harare,"Nov 30, 2002",Pakistan,Zimbabwe,Home,Away,First,Second,2002
1907,Zimbabwe,Pakistan,1,Harare,"Dec 1, 2002",Pakistan,Zimbabwe,Home,Away,Second,First,2002
1908,South Africa,Sri Lanka,2,Benoni,"Dec 1, 2002",Sri Lanka,South Africa,Home,Away,First,Second,2002
1909,Bangladesh,West Indies,1,Dhaka,"Dec 2, 2002",West Indies,Bangladesh,Home,Away,Second,First,2002
1910,Bangladesh,West Indies,1,Dhaka,"Dec 3, 2002",West Indies,Bangladesh,Home,Away,Second,First,2002
1911,South Africa,Sri Lanka,2,Kimberley,"Dec 4, 2002",South Africa,South Africa,Home,Away,Second,First,2002
1912,South Africa,Sri Lanka,2,Bloemfontein,"Dec 6, 2002",South Africa,South Africa,Home,Away,Second,First,2002
1914,South Africa,Pakistan,1,Durban,"Dec 8, 2002",South Africa,South Africa,Home,Away,First,Second,2002
1915,Zimbabwe,Kenya,1,Kwekwe,"Dec 11, 2002",Zimbabwe,Zimbabwe,Home,Away,First,Second,2002
1916,South Africa,Pakistan,1,Port Elizabeth,"Dec 11, 2002",Pakistan,South Africa,Home,Away,Second,First,2002
1917,Australia,England,2,Sydney,"Dec 13, 2002",Australia,Australia,Home,Away,Second,First,2002
1918,South Africa,Pakistan,1,East London,"Dec 13, 2002",South Africa,South Africa,Home,Away,First,Second,2002
1919,Australia,England,1,Melbourne,"Dec 15, 2002",Australia,Australia,Home,Away,First,Second,2002
1920,Zimbabwe,Kenya,2,Bulawayo,"Dec 15, 2002",Zimbabwe,Zimbabwe,Home,Away,Second,First,2002
1921,South Africa,Pakistan,2,Paarl,"Dec 16, 2002",South Africa,South Africa,Home,Away,Second,First,2002
1922,England,Sri Lanka,1,Brisbane,"Dec 17, 2002",England,Australia,Neutral,Neutral,First,Second,2002
1923,South Africa,Pakistan,1,Cape Town,"Dec 18, 2002",South Africa,South Africa,Home,Away,First,Second,2002
1924,England,Sri Lanka,1,Perth,"Dec 20, 2002",England,Australia,Neutral,Neutral,First,Second,2002
1925,Australia,Sri Lanka,1,Perth,"Dec 22, 2002",Australia,Australia,Home,Away,First,Second,2002
1926,New Zealand,India,2,Auckland,"Dec 26, 2002",New Zealand,New Zealand,Home,Away,Second,First,2002
1927,New Zealand,India,1,Napier,"Dec 29, 2002",New Zealand,New Zealand,Home,Away,First,Second,2002
1928,New Zealand,India,2,Christchurch,"Jan 1, 2003",New Zealand,New Zealand,Home,Away,Second,First,2003
1929,New Zealand,India,2,Queenstown,"Jan 4, 2003",New Zealand,New Zealand,Home,Away,Second,First,2003
1930,New Zealand,India,2,Wellington,"Jan 8, 2003",India,New Zealand,Home,Away,First,Second,2003
1931,Australia,Sri Lanka,1,Sydney,"Jan 9, 2003",Sri Lanka,Australia,Home,Away,Second,First,2003
1932,Australia,England,1,Hobart,"Jan 11, 2003",Australia,Australia,Home,Away,First,Second,2003
1933,New Zealand,India,2,Auckland,"Jan 11, 2003",India,New Zealand,Home,Away,First,Second,2003
1934,England,Sri Lanka,1,Sydney,"Jan 13, 2003",Sri Lanka,Australia,Neutral,Neutral,Second,First,2003
1935,New Zealand,India,2,Hamilton,"Jan 14, 2003",New Zealand,New Zealand,Home,Away,Second,First,2003
1936,Australia,Sri Lanka,2,Brisbane,"Jan 15, 2003",Australia,Australia,Home,Away,Second,First,2003
1937,England,Sri Lanka,1,Adelaide,"Jan 17, 2003",England,Australia,Neutral,Neutral,First,Second,2003
1938,Australia,England,2,Adelaide,"Jan 19, 2003",Australia,Australia,Home,Away,Second,First,2003
1939,Australia,Sri Lanka,2,Melbourne,"Jan 21, 2003",Australia,Australia,Home,Away,Second,First,2003
1940,Australia,England,2,Sydney,"Jan 23, 2003",Australia,Australia,Home,Away,Second,First,2003
1941,Australia,England,1,Melbourne,"Jan 25, 2003",Australia,Australia,Home,Away,First,Second,2003
1942,South Africa,West Indies,1,Cape Town,"Feb 9, 2003",West Indies,South Africa,Home,Away,Second,First,2003
1943,Zimbabwe,Namibia,1,Harare,"Feb 10, 2003",Zimbabwe,Zimbabwe,Home,Away,First,Second,2003
1944,New Zealand,Sri Lanka,1,Bloemfontein,"Feb 10, 2003",Sri Lanka,South Africa,Neutral,Neutral,Second,First,2003
1945,Australia,Pakistan,1,Johannesburg,"Feb 11, 2003",Australia,South Africa,Neutral,Neutral,First,Second,2003
1946,Bangladesh,Canada,1,Durban,"Feb 11, 2003",Canada,South Africa,Neutral,Neutral,Second,First,2003
1947,South Africa,Kenya,2,Potchefstroom,"Feb 12, 2003",South Africa,South Africa,Home,Away,Second,First,2003
1948,India,Netherlands,1,Paarl,"Feb 12, 2003",India,South Africa,Neutral,Neutral,First,Second,2003
1949,New Zealand,West Indies,1,Port Elizabeth,"Feb 13, 2003",New Zealand,South Africa,Neutral,Neutral,First,Second,2003
1950,Bangladesh,Sri Lanka,2,Pietermaritzburg,"Feb 14, 2003",Sri Lanka,South Africa,Neutral,Neutral,First,Second,2003
1951,Australia,India,2,Centurion,"Feb 15, 2003",Australia,South Africa,Neutral,Neutral,Second,First,2003
1952,Canada,Kenya,2,Cape Town,"Feb 15, 2003",Kenya,South Africa,Neutral,Neutral,First,Second,2003
1953,England,Netherlands,2,East London,"Feb 16, 2003",England,South Africa,Neutral,Neutral,Second,First,2003
1954,Namibia,Pakistan,1,Kimberley,"Feb 16, 2003",Pakistan,South Africa,Neutral,Neutral,Second,First,2003
1955,South Africa,New Zealand,2,Johannesburg,"Feb 16, 2003",New Zealand,South Africa,Home,Away,First,Second,2003
1957,Zimbabwe,India,1,Harare,"Feb 19, 2003",India,Zimbabwe,Home,Away,Second,First,2003
1958,Canada,Sri Lanka,2,Paarl,"Feb 19, 2003",Sri Lanka,South Africa,Neutral,Neutral,First,Second,2003
1959,England,Namibia,1,Port Elizabeth,"Feb 19, 2003",England,South Africa,Neutral,Neutral,First,Second,2003
1960,Australia,Netherlands,1,Potchefstroom,"Feb 20, 2003",Australia,South Africa,Neutral,Neutral,First,Second,2003
1961,South Africa,Bangladesh,2,Bloemfontein,"Feb 22, 2003",South Africa,South Africa,Home,Away,Second,First,2003
1962,England,Pakistan,1,Cape Town,"Feb 22, 2003",England,South Africa,Neutral,Neutral,First,Second,2003
1963,Canada,West Indies,2,Centurion,"Feb 23, 2003",West Indies,South Africa,Neutral,Neutral,First,Second,2003
1964,India,Namibia,1,Pietermaritzburg,"Feb 23, 2003",India,South Africa,Neutral,Neutral,First,Second,2003
1965,Kenya,Sri Lanka,1,Nairobi,"Feb 24, 2003",Kenya,Kenya,Home,Away,First,Second,2003
1966,Zimbabwe,Australia,2,Bulawayo,"Feb 24, 2003",Australia,Zimbabwe,Home,Away,First,Second,2003
1967,Netherlands,Pakistan,1,Paarl,"Feb 25, 2003",Pakistan,South Africa,Neutral,Neutral,Second,First,2003
1968,Bangladesh,New Zealand,2,Kimberley,"Feb 26, 2003",New Zealand,South Africa,Neutral,Neutral,First,Second,2003
1969,England,India,1,Durban,"Feb 26, 2003",India,South Africa,Neutral,Neutral,Second,First,2003
1970,Australia,Namibia,1,Potchefstroom,"Feb 27, 2003",Australia,South Africa,Neutral,Neutral,First,Second,2003
1971,South Africa,Canada,1,East London,"Feb 27, 2003",South Africa,South Africa,Home,Away,First,Second,2003
1972,Zimbabwe,Netherlands,1,Bulawayo,"Feb 28, 2003",Zimbabwe,Zimbabwe,Home,Away,First,Second,2003
1973,Sri Lanka,West Indies,1,Cape Town,"Feb 28, 2003",Sri Lanka,South Africa,Neutral,Neutral,First,Second,2003
1974,Bangladesh,Kenya,1,Johannesburg,"Mar 1, 2003",Kenya,South Africa,Neutral,Neutral,Second,First,2003
1975,India,Pakistan,2,Centurion,"Mar 1, 2003",India,South Africa,Neutral,Neutral,Second,First,2003
1976,Australia,England,2,Port Elizabeth,"Mar 2, 2003",Australia,South Africa,Neutral,Neutral,Second,First,2003
1977,Canada,New Zealand,2,Benoni,"Mar 3, 2003",New Zealand,South Africa,Neutral,Neutral,First,Second,2003
1978,Namibia,Netherlands,1,Bloemfontein,"Mar 3, 2003",Netherlands,South Africa,Neutral,Neutral,Second,First,2003
1981,Kenya,West Indies,1,Kimberley,"Mar 4, 2003",West Indies,South Africa,Neutral,Neutral,Second,First,2003
1982,Australia,Sri Lanka,1,Centurion,"Mar 7, 2003",Australia,South Africa,Neutral,Neutral,First,Second,2003
1983,India,Kenya,2,Cape Town,"Mar 7, 2003",India,South Africa,Neutral,Neutral,Second,First,2003
1984,New Zealand,Zimbabwe,2,Bloemfontein,"Mar 8, 2003",New Zealand,South Africa,Neutral,Neutral,Second,First,2003
1985,India,Sri Lanka,1,Johannesburg,"Mar 10, 2003",India,South Africa,Neutral,Neutral,First,Second,2003
1986,Australia,New Zealand,1,Port Elizabeth,"Mar 11, 2003",Australia,South Africa,Neutral,Neutral,First,Second,2003
1987,Kenya,Zimbabwe,2,Bloemfontein,"Mar 12, 2003",Kenya,South Africa,Neutral,Neutral,Second,First,2003
1988,India,New Zealand,2,Centurion,"Mar 14, 2003",India,South Africa,Neutral,Neutral,Second,First,2003
1989,Sri Lanka,Zimbabwe,1,East London,"Mar 15, 2003",Sri Lanka,South Africa,Neutral,Neutral,First,Second,2003
1990,Australia,Kenya,2,Durban,"Mar 15, 2003",Australia,South Africa,Neutral,Neutral,Second,First,2003
1991,Australia,Sri Lanka,1,Port Elizabeth,"Mar 18, 2003",Australia,South Africa,Neutral,Neutral,First,Second,2003
1992,India,Kenya,1,Durban,"Mar 20, 2003",India,South Africa,Neutral,Neutral,First,Second,2003
1993,Australia,India,1,Johannesburg,"Mar 23, 2003",Australia,South Africa,Neutral,Neutral,First,Second,2003
1994,Pakistan,Zimbabwe,1,Sharjah,"Apr 3, 2003",Pakistan,U.A.E.,Neutral,Neutral,First,Second,2003
1995,Pakistan,Sri Lanka,2,Sharjah,"Apr 4, 2003",Pakistan,U.A.E.,Neutral,Neutral,Second,First,2003
1996,Kenya,Zimbabwe,2,Sharjah,"Apr 5, 2003",Zimbabwe,U.A.E.,Neutral,Neutral,First,Second,2003
1997,Kenya,Sri Lanka,1,Sharjah,"Apr 6, 2003",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,2003
1998,Sri Lanka,Zimbabwe,2,Sharjah,"Apr 7, 2003",Zimbabwe,U.A.E.,Neutral,Neutral,First,Second,2003
1999,Kenya,Pakistan,1,Sharjah,"Apr 8, 2003",Pakistan,U.A.E.,Neutral,Neutral,Second,First,2003
2000,Pakistan,Zimbabwe,2,Sharjah,"Apr 10, 2003",Pakistan,U.A.E.,Neutral,Neutral,Second,First,2003
2001,Bangladesh,India,1,Dhaka,"Apr 11, 2003",India,Bangladesh,Home,Away,Second,First,2003
2002,India,South Africa,1,Dhaka,"Apr 13, 2003",India,Bangladesh,Neutral,Neutral,First,Second,2003
2003,Bangladesh,South Africa,1,Dhaka,"Apr 14, 2003",South Africa,Bangladesh,Home,Away,Second,First,2003
2004,Bangladesh,India,2,Dhaka,"Apr 16, 2003",India,Bangladesh,Home,Away,First,Second,2003
2005,Bangladesh,South Africa,1,Dhaka,"Apr 17, 2003",South Africa,Bangladesh,Home,Away,Second,First,2003
2006,India,South Africa,2,Dhaka,"Apr 18, 2003",South Africa,Bangladesh,Neutral,Neutral,First,Second,2003
2008,Sri Lanka,Pakistan,1,Dambulla,"May 10, 2003",Pakistan,Sri Lanka,Home,Away,Second,First,2003
2009,New Zealand,Pakistan,2,Dambulla,"May 11, 2003",New Zealand,Sri Lanka,Neutral,Neutral,Second,First,2003
2010,Sri Lanka,New Zealand,2,Dambulla,"May 13, 2003",Sri Lanka,Sri Lanka,Home,Away,Second,First,2003
2011,West Indies,Australia,1,Kingston,"May 17, 2003",Australia,West Indies,Home,Away,Second,First,2003
2012,Sri Lanka,Pakistan,1,Dambulla,"May 18, 2003",Sri Lanka,Sri Lanka,Home,Away,First,Second,2003
2013,West Indies,Australia,2,Kingston,"May 18, 2003",Australia,West Indies,Home,Away,First,Second,2003
2014,Sri Lanka,New Zealand,1,Dambulla,"May 19, 2003",New Zealand,Sri Lanka,Home,Away,Second,First,2003
2015,New Zealand,Pakistan,1,Dambulla,"May 20, 2003",Pakistan,Sri Lanka,Neutral,Neutral,Second,First,2003
2016,West Indies,Australia,1,Gros Islet,"May 21, 2003",Australia,West Indies,Home,Away,Second,First,2003
2017,New Zealand,Pakistan,2,Dambulla,"May 23, 2003",New Zealand,Sri Lanka,Neutral,Neutral,Second,First,2003
2018,West Indies,Australia,1,Port of Spain,"May 24, 2003",Australia,West Indies,Home,Away,Second,First,2003
2019,West Indies,Australia,1,Port of Spain,"May 25, 2003",West Indies,West Indies,Home,Away,First,Second,2003
2020,West Indies,Australia,2,St George's,"May 30, 2003",West Indies,West Indies,Home,Away,Second,First,2003
2021,West Indies,Australia,2,St George's,"Jun 1, 2003",West Indies,West Indies,Home,Away,Second,First,2003
2022,West Indies,Sri Lanka,1,Bridgetown,"Jun 7, 2003",Sri Lanka,West Indies,Home,Away,Second,First,2003
2023,West Indies,Sri Lanka,2,Bridgetown,"Jun 8, 2003",Sri Lanka,West Indies,Home,Away,First,Second,2003
2024,West Indies,Sri Lanka,2,Kingstown,"Jun 11, 2003",West Indies,West Indies,Home,Away,Second,First,2003
2025,England,Pakistan,2,Manchester,"Jun 17, 2003",Pakistan,England,Home,Away,First,Second,2003
2026,England,Pakistan,2,The Oval,"Jun 20, 2003",England,England,Home,Away,Second,First,2003
2027,England,Pakistan,2,Lord's,"Jun 22, 2003",England,England,Home,Away,Second,First,2003
2028,England,Zimbabwe,2,Nottingham,"Jun 26, 2003",Zimbabwe,England,Home,Away,First,Second,2003
2029,England,South Africa,2,The Oval,"Jun 28, 2003",England,England,Home,Away,Second,First,2003
2030,South Africa,Zimbabwe,1,Canterbury,"Jun 29, 2003",South Africa,England,Neutral,Neutral,First,Second,2003
2032,England,South Africa,2,Manchester,"Jul 3, 2003",South Africa,England,Home,Away,First,Second,2003
2033,South Africa,Zimbabwe,2,Cardiff,"Jul 5, 2003",South Africa,England,Neutral,Neutral,Second,First,2003
2034,England,Zimbabwe,2,Bristol,"Jul 6, 2003",England,England,Home,Away,Second,First,2003
2035,England,South Africa,2,Birmingham,"Jul 8, 2003",England,England,Home,Away,Second,First,2003
2036,South Africa,Zimbabwe,2,Southampton,"Jul 10, 2003",South Africa,England,Neutral,Neutral,Second,First,2003
2037,England,South Africa,2,Lord's,"Jul 12, 2003",England,England,Home,Away,Second,First,2003
2038,Australia,Bangladesh,2,Cairns,"Aug 2, 2003",Australia,Australia,Home,Away,Second,First,2003
2039,Australia,Bangladesh,2,Cairns,"Aug 3, 2003",Australia,Australia,Home,Away,Second,First,2003
2040,Australia,Bangladesh,1,Darwin,"Aug 6, 2003",Australia,Australia,Home,Away,First,Second,2003
2041,Pakistan,Bangladesh,1,Multan,"Sep 9, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2042,Pakistan,Bangladesh,1,Faisalabad,"Sep 12, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2043,Pakistan,Bangladesh,1,Lahore,"Sep 15, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2044,Pakistan,Bangladesh,2,Rawalpindi,"Sep 18, 2003",Pakistan,Pakistan,Home,Away,Second,First,2003
2045,Pakistan,Bangladesh,1,Karachi,"Sep 21, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2046,Pakistan,South Africa,1,Lahore,"Oct 3, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2047,Pakistan,South Africa,1,Lahore,"Oct 5, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2048,Pakistan,South Africa,1,Faisalabad,"Oct 7, 2003",South Africa,Pakistan,Home,Away,Second,First,2003
2049,Pakistan,South Africa,2,Rawalpindi,"Oct 10, 2003",South Africa,Pakistan,Home,Away,First,Second,2003
2050,Pakistan,South Africa,2,Rawalpindi,"Oct 12, 2003",South Africa,Pakistan,Home,Away,First,Second,2003
2052,India,Australia,1,Gwalior,"Oct 26, 2003",India,India,Home,Away,First,Second,2003
2053,Australia,New Zealand,2,Faridabad,"Oct 29, 2003",Australia,India,Neutral,Neutral,Second,First,2003
2054,India,Australia,1,Mumbai,"Nov 1, 2003",Australia,India,Home,Away,Second,First,2003
2055,Australia,New Zealand,2,Pune,"Nov 3, 2003",Australia,India,Neutral,Neutral,Second,First,2003
2056,India,New Zealand,2,Cuttack,"Nov 6, 2003",New Zealand,India,Home,Away,First,Second,2003
2057,Bangladesh,England,2,Chittagong,"Nov 7, 2003",England,Bangladesh,Home,Away,First,Second,2003
2058,Australia,New Zealand,1,Guwahati,"Nov 9, 2003",Australia,India,Neutral,Neutral,First,Second,2003
2059,Bangladesh,England,2,Dhaka,"Nov 10, 2003",England,Bangladesh,Home,Away,First,Second,2003
2060,Bangladesh,England,2,Dhaka,"Nov 12, 2003",England,Bangladesh,Home,Away,First,Second,2003
2061,India,Australia,1,Bengaluru,"Nov 12, 2003",Australia,India,Home,Away,Second,First,2003
2062,India,New Zealand,1,Hyderabad,"Nov 15, 2003",India,India,Home,Away,First,Second,2003
2063,Sri Lanka,England,2,Dambulla,"Nov 18, 2003",Sri Lanka,Sri Lanka,Home,Away,Second,First,2003
2064,India,Australia,1,Kolkata,"Nov 18, 2003",Australia,India,Home,Away,Second,First,2003
2065,Zimbabwe,West Indies,1,Bulawayo,"Nov 22, 2003",West Indies,Zimbabwe,Home,Away,Second,First,2003
2066,Zimbabwe,West Indies,2,Bulawayo,"Nov 23, 2003",Zimbabwe,Zimbabwe,Home,Away,Second,First,2003
2067,Zimbabwe,West Indies,1,Harare,"Nov 26, 2003",Zimbabwe,Zimbabwe,Home,Away,First,Second,2003
2069,Zimbabwe,West Indies,1,Harare,"Nov 29, 2003",West Indies,Zimbabwe,Home,Away,Second,First,2003
2068,Pakistan,New Zealand,2,Lahore,"Nov 29, 2003",Pakistan,Pakistan,Home,Away,Second,First,2003
2070,Zimbabwe,West Indies,2,Harare,"Nov 30, 2003",West Indies,Zimbabwe,Home,Away,First,Second,2003
2071,Pakistan,New Zealand,1,Lahore,"Dec 1, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2072,Pakistan,New Zealand,1,Faisalabad,"Dec 3, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2073,Pakistan,New Zealand,2,Rawalpindi,"Dec 5, 2003",Pakistan,Pakistan,Home,Away,Second,First,2003
2074,Pakistan,New Zealand,1,Rawalpindi,"Dec 7, 2003",Pakistan,Pakistan,Home,Away,First,Second,2003
2075,New Zealand,Pakistan,2,Auckland,"Jan 3, 2004",New Zealand,New Zealand,Home,Away,Second,First,2004
2076,New Zealand,Pakistan,2,Queenstown,"Jan 7, 2004",Pakistan,New Zealand,Home,Away,First,Second,2004
2077,Australia,India,1,Melbourne,"Jan 9, 2004",Australia,Australia,Home,Away,First,Second,2004
2078,New Zealand,Pakistan,2,Christchurch,"Jan 10, 2004",New Zealand,New Zealand,Home,Away,Second,First,2004
2079,Australia,Zimbabwe,1,Sydney,"Jan 11, 2004",Australia,Australia,Home,Away,First,Second,2004
2081,New Zealand,Pakistan,2,Napier,"Jan 14, 2004",New Zealand,New Zealand,Home,Away,Second,First,2004
2080,India,Zimbabwe,2,Hobart,"Jan 14, 2004",India,Australia,Neutral,Neutral,Second,First,2004
2082,Australia,Zimbabwe,1,Hobart,"Jan 16, 2004",Australia,Australia,Home,Away,First,Second,2004
2083,New Zealand,Pakistan,1,Wellington,"Jan 17, 2004",New Zealand,New Zealand,Home,Away,First,Second,2004
2084,Australia,India,1,Brisbane,"Jan 18, 2004",India,Australia,Home,Away,Second,First,2004
2085,India,Zimbabwe,1,Brisbane,"Jan 20, 2004",India,Australia,Neutral,Neutral,First,Second,2004
2086,Australia,India,2,Sydney,"Jan 22, 2004",Australia,Australia,Home,Away,Second,First,2004
2087,India,Zimbabwe,1,Adelaide,"Jan 24, 2004",India,Australia,Neutral,Neutral,First,Second,2004
2088,South Africa,West Indies,1,Cape Town,"Jan 25, 2004",South Africa,South Africa,Home,Away,First,Second,2004
